Model,Year,Fuel_Type,Transmission,DoorsNum,Condition,Color,Cruise,Leather_Seats,Heated_Seats,Navigation,Owners,Insurance,Service_History,Safety,Premium_Sound,Multimedia,Bluetooth,Wheel,Sunroof,Warranty,TAge,Price,Cylinder_Numbers,Credit_History,Engine_Size,Weight,carlength,carwidth,monthly_mileage,peakrpm,Estimated_Mileage
Honda Fit,2008,Petrol,Manual,4,Good,Brown,No,No,No,No,3,No insurance,No Service,2 stars,Yes,No,Yes,Chrome,No,9,3,6405.586222,two,0.006713401,1.67329277,2750.162132,173.7,71.4,3328.820943,6146,39945.85132
Toyota Corolla,2018,Electric,Manual,4,Excellent,Silver,No,Yes,Yes,Yes,1,Comprehensive,Full Service,1 star,Yes,No,No,Hubcaps,No,8,1,33045.44485,five,0.002131966,2.782327523,3916.104072,189.1,72.3,968.458935,5132,11621.50722
Toyota Tundra,2017,Electric,Manual,4,Good,Black,No,No,Yes,Yes,1,Collision,Partial Service,3 stars,Yes,No,Yes,Steel,No,9,2,24549.40309,two,-0.007519693,2.19864834,3433.659198,150.6,72.8,778.6290953,5102,9343.549144
Honda Fit,2000,Petrol,Manual,4,Fair,Black,No,No,No,No,3,No insurance,No Service,1 star,No,No,No,Chrome,No,6,2,6936.76189,two,-0.003190539,2.163395863,3152.10058,195.9,68.8,3242.482151,6269,38909.78581
Toyota Tundra,2015,Hybrid,Manual,4,Good,Black,Yes,No,No,Yes,1,Third Party,Partial Service,5 stars,No,Yes,Yes,Hubcaps,Yes,14,1,27545.42997,four,-0.007960259,2.237644201,3572.970654,202.9,66.2,990.7379283,6002,11888.85514
Chevrolet Corvette,2007,Petrol,Manual,4,Good,Black,No,No,No,Yes,2,Third Party,No Service,2 stars,No,No,Yes,Chrome,No,16,3,12976.00135,three,0.010760071,2.098076123,3109.590306,164.5,61.2,2145.722153,5409,25748.66583
Chevrolet Sonic,2008,Petrol,Manual,4,Fair,Brown,Yes,No,No,Yes,4,Comprehensive,Full Service,4,Yes,No,No,Hubcaps,Yes,26,4,14057.84782,five,0.000213116,1.923316654,3108.841918,208,67.6,2192.410675,4563,26308.9281
Honda Fit,2002,Petrol,Manual,4,Fair,Black,No,No,No,No,4,No insurance,No Service,1 star,Yes,No,No,Alloy,No,28,2,6160.386543,two,0.019011907,1.989472886,2993.137363,164.1,66,3380.161688,4585,40561.94026
Nissan Juke,2011,Petrol,Manual,4,Fair,Yellow,No,No,No,Yes,4,Third Party,Partial Service,1 star,Yes,No,No,Steel,No,24,4,8953.4563,two,-0.000606608,1.719989476,2974.928324,148.6,60.6,2738.264984,5318,32859.17981
Ford Fusion,2020,Hybrid,Manual,2,Excellent,Black,Yes,No,No,Yes,3,Third Party,Partial Service,5 stars,No,Yes,Yes,Steel,No,26,1,20199.66731,two,-0.007084068,2.304349293,3539.568168,179.8,60.2,1556.086798,6545,18673.04158
Nissan Juke,2010,Petrol,Manual,4,Good,Black,No,No,No,Yes,3,Third Party,Partial Service,4,No,No,No,Steel,Yes,15,5,11306.10976,four,-0.015137144,2.286541051,3477.196225,190.8,60.7,2524.328733,5272,30291.94479
Toyota Camry,2004,Petrol,Manual,4,Good,Black,Yes,No,Yes,Yes,4,Third Party,Full Service,3 stars,Yes,No,No,Chrome,No,31,1,18522.96875,five,-0.018031397,2.180185384,3692.549726,184.4,60.6,1516.353158,5012,18196.2379
Ford Mustang,2011,Hybrid,Automatic,2,Excellent,Black,Yes,Yes,No,Yes,2,Comprehensive,Full Service,4,Yes,No,Yes,Steel,Yes,35,3,23205.43747,two,-0.015841359,2.536702975,3403.560973,167.7,63.1,942.5408675,5548,11310.49041
Honda Fit,2002,Petrol,Manual,4,Fair,Black,No,No,No,No,4,No insurance,No Service,Not rated/Unknown,Yes,No,No,Chrome,No,25,5,5325.996734,two,0.002671267,1.576960761,3032.162175,183.5,65.1,3316.777777,4540,39801.33332
Honda Fit,2005,Petrol,Manual,4,Good,Brown,No,No,No,No,4,Collision,Partial Service,Not rated/Unknown,Yes,No,Yes,Chrome,No,12,3,7682.781085,two,0.00508725,1.74036971,3363.406991,152.4,64.5,3090.927628,4509,37091.13153
Ford Mustang,2008,Electric,Manual,4,Excellent,Black,No,No,No,Yes,1,Comprehensive,Full Service,5 stars,No,Yes,Yes,Hubcaps,No,10,1,34070.06783,four,-0.015811907,2.526161361,4222.506717,175.1,64.8,859.99122,5240,10319.89464
Chevrolet Camaro,2004,Hybrid,Automatic,2,Good,Brown,Yes,No,Yes,Yes,3,Comprehensive,Partial Service,4,Yes,No,No,Alloy,No,7,4,17066.32889,six,0.008950383,2.00841799,3494.123173,176.8,61.3,1744.375838,4349,20932.51006
Ford Fusion,2013,Electric,Automatic,2,Excellent,Black,Yes,No,Yes,Yes,1,Comprehensive,Partial Service,5 stars,No,No,Yes,Chrome,Yes,24,1,27394.47865,four,-0.004830611,2.631882896,3906.208509,143.3,64.6,824.7786809,5470,9897.344171
Toyota Corolla,2018,Hybrid,Manual,2,Excellent,Silver,No,No,No,Yes,1,No insurance,Partial Service,2 stars,No,Yes,Yes,Alloy,No,29,5,48348.75147,six,0.00146793,3.504714793,3949.419633,171.2,69.6,113.8731045,4870,1366.477254
Chevrolet Sonic,2015,Hybrid,Manual,4,Excellent,Brown,Yes,No,Yes,Yes,3,Comprehensive,Partial Service,3 stars,No,No,Yes,Chrome,No,8,3,20696.17573,six,0.016122206,2.274928965,3433.96113,160.2,63,1358.144971,5655,16297.73965
Honda Fit,2008,Petrol,Manual,4,Good,Brown,No,No,No,No,4,No insurance,No Service,1 star,No,No,Yes,Hubcaps,No,20,3,6991.046076,two,0.008968393,2.536614462,3386.396556,187.8,71.2,2933.779833,4427,35205.35799
Ford Fusion,2017,Petrol,Manual,2,Fair,Silver,No,No,No,Yes,2,No insurance,Partial Service,1 star,No,No,No,Alloy,Yes,12,2,16908.66086,two,-0.002685306,2.618435597,3672.560504,149.3,61.4,1769.268094,5051,21231.21713
Nissan 350Z,2002,Petrol,Manual,4,Good,Brown,No,No,No,Yes,3,Collision,Full Service,2 stars,Yes,No,No,Chrome,No,10,4,11464.45798,two,-0.008911922,1.964687717,3553.330217,201.6,60.5,2204.433335,5900,26453.20002
Nissan 350Z,2008,Petrol,Manual,4,Good,Black,No,No,No,No,4,No insurance,Partial Service,4,No,No,Yes,Alloy,Yes,28,4,10238.91238,three,-0.021518154,2.075161993,3412.866191,194.8,71.2,2594.530306,5034,31134.36367
Toyota Corolla,2018,Hybrid,Manual,4,Excellent,Black,Yes,No,Yes,Yes,1,Collision,Partial Service,5 stars,Yes,Yes,No,Steel,Yes,15,2,24854.77981,five,-0.007191533,3.100927697,3826.816505,187.3,61.4,1119.15135,5786,13429.8162
Nissan 350Z,2002,Petrol,Manual,4,Good,Black,No,No,No,No,2,Third Party,No Service,Not rated/Unknown,Yes,No,Yes,Steel,No,14,4,9582.847486,two,-0.002111302,2.248755462,3412.309512,171.6,67.2,2837.936594,4193,34055.23913
Ford Escape,2004,Electric,Manual,4,Good,Silver,No,Yes,Yes,Yes,2,Third Party,Full Service,4,No,Yes,No,Steel,Yes,28,1,25031.40729,two,-0.009871795,2.228636301,3857.599494,156.5,72.4,1036.918907,5050,12443.02688
Ford Mustang,2010,Hybrid,Manual,2,Good,Black,No,No,Yes,Yes,3,Third Party,Full Service,4,Yes,Yes,No,Forged,No,19,3,22983.98004,four,-0.00131257,2.710128603,4241.171688,199,71,1178.34872,4273,14140.18464
Nissan 350Z,2000,Petrol,Manual,4,Good,Brown,No,No,No,No,3,Third Party,Full Service,1 star,Yes,No,Yes,Steel,No,27,4,9167.631044,two,0.000768519,2.053584863,3579.995098,162.4,66.3,3022.68837,5994,36272.26044
Ford Escape,2006,Hybrid,Manual,4,Good,Brown,No,No,No,Yes,4,Third Party,Partial Service,4,Yes,Yes,Yes,Steel,No,33,2,20089.25378,five,-0.00224856,2.427940962,4131.531444,172.9,68.6,1569.344307,4467,18832.13168
Toyota Tundra,2017,Electric,Manual,2,Excellent,Black,No,No,No,Yes,2,Third Party,Full Service,5 stars,Yes,No,Yes,Hubcaps,Yes,18,1,28550.84369,six,-0.006500026,3.005310718,3771.251289,183,69.7,1062.439733,4614,12749.27679
Chevrolet Sonic,2008,Petrol,Manual,2,Good,Silver,No,No,Yes,Yes,2,Third Party,Full Service,4,No,Yes,Yes,Alloy,Yes,6,2,33515.28065,six,0.001686547,2.789338659,3594.664313,201.2,72.9,634.0180413,4866,7608.216495
Toyota Tundra,2012,Electric,Manual,4,Good,Black,Yes,No,Yes,Yes,3,Collision,Full Service,4,Yes,No,No,Alloy,Yes,21,1,22035.47238,two,0.004419406,2.446895774,3388.187553,168.8,71.8,1301.877097,5114,15622.52516
Toyota Corolla,2019,Hybrid,Automatic,2,Good,Beige,No,Yes,Yes,Yes,1,No insurance,Partial Service,4,Yes,No,Yes,Steel,No,25,2,26488.86338,six,-0.010903991,2.476504413,3699.56917,193.2,64.6,1230.576394,6359,14766.91673
Ford Fusion,2021,Electric,Automatic,4,Excellent,Silver,Yes,No,No,Yes,2,Third Party,Full Service,5 stars,No,Yes,No,Alloy,No,13,1,24171.31248,two,0.014109324,2.639016912,3475.777478,149.3,60.3,855.85705,5634,10270.2846
Chevrolet Corvette,2006,Petrol,Manual,2,Fair,Brown,Yes,No,Yes,Yes,4,Comprehensive,Full Service,4,No,No,No,Chrome,Yes,22,2,19517.45919,six,-0.000985881,1.95019508,3362.481004,152.9,69.3,1289.561292,6218,15474.7355
Ford Fusion,2014,Hybrid,Manual,4,Good,Silver,No,No,No,Yes,1,Comprehensive,Partial Service,4,No,No,Yes,Steel,Yes,11,1,39880.47478,six,0.000188496,2.546730604,4075.660253,174.3,64.7,569.3676054,4537,6832.411265
Honda Fit,2004,Petrol,Manual,4,Fair,Black,No,No,No,No,4,No insurance,Partial Service,1 star,No,No,No,Steel,No,7,2,6816.823085,three,0.007082144,2.371067624,3120.455249,180.5,67.7,3283.26952,5927,39399.23424
Ford Fusion,2013,Hybrid,Manual,2,Good,Beige,No,No,Yes,Yes,3,Collision,Full Service,5 stars,No,No,Yes,Forged,Yes,18,1,22907.62633,four,0.002332161,3.323469091,3933.788252,202,69.8,1217.970229,5099,14615.64275
Ford Mustang,2012,Hybrid,Automatic,4,Excellent,Black,Yes,Yes,No,Yes,2,Third Party,Partial Service,3 stars,Yes,Yes,Yes,Chrome,No,30,1,23195.43675,six,0.009531366,2.578878104,3941.518069,184.1,62.1,1095.473836,6500,13145.68603
Ford Fusion,2018,Hybrid,Automatic,20,Good,Beige,No,No,Yes,Yes,2,Comprehensive,Full Service,3 stars,No,No,No,Steel,No,13,1,25110.24338,six,0.002871242,2.955953765,3518.480551,205.1,65.7,1182.527588,4952,14190.33106
Chevrolet Sonic,2015,Electric,Automatic,4,Fair,Silver,Yes,No,Yes,Yes,1,Collision,Full Service,4,Yes,Yes,Yes,Steel,Yes,30,1,35161.43997,six,-0.006124374,2.528182537,3722.182306,208.6,66.5,383.0210184,4452,4596.252221
Ford Fusion,2019,Electric,Manual,4,Excellent,Black,No,Yes,Yes,Yes,2,Third Party,Full Service,5 stars,No,No,Yes,Alloy,No,14,1,28846.46792,six,0.003615035,2.709749126,3355.520218,176.6,61,711.2661088,6006,8535.193306
Chevrolet Bolt,2017,Electric,Manual,4,Good,Black,No,No,Yes,Yes,1,Collision,Full Service,4,Yes,Yes,Yes,Steel,No,35,2,21143.16454,two,-0.011437262,1.57654874,3207.679435,177.2,66.1,1066.572229,5784,12798.86675
Nissan 350Z,2000,Petrol,Manual,4,Fair,Brown,No,No,No,Yes,4,No insurance,No Service,1 star,Yes,No,No,Steel,No,18,2,9634.597239,two,0.001085597,2.065177626,3481.606725,176.3,71.5,2672.436733,4280,32069.24079
Honda Fit,2008,Petrol,Manual,4,Good,Brown,No,No,No,No,3,No insurance,Partial Service,2 stars,No,No,No,Steel,No,23,4,4789.856291,two,-0.0003323,2.252954978,3351.379161,144.4,61.1,3487.918501,5580,41855.02201
Chevrolet Corvette,2007,Hybrid,Manual,2,Fair,Black,No,No,No,Yes,3,Collision,Full Service,4,Yes,Yes,Yes,Steel,Yes,23,2,20052.06189,six,-0.002081169,2.141237539,3923.662794,154,63,1284.925897,5251,15419.11076
Nissan Juke,2009,Petrol,Manual,4,Good,Black,No,No,No,Yes,4,Comprehensive,No Service,2 stars,No,No,Yes,Forged,No,14,4,10491.72261,three,-0.001285375,2.027597279,3007.95204,207.4,68.6,2617.851259,5546,31414.21511
Chevrolet Sonic,2016,Hybrid,Automatic,4,Fair,Brown,No,No,Yes,Yes,2,Third Party,Full Service,4,Yes,No,No,Chrome,No,7,1,18651.07178,six,-0.01881849,2.66082442,3406.038373,180.6,62.6,1717.15295,5557,20605.8354
Chevrolet Sonic,2010,Hybrid,Manual,4,Fair,Brown,Yes,No,No,Yes,4,Third Party,Partial Service,Not rated/Unknown,No,Yes,No,Forged,Yes,9,2,20319.60065,four,-0.005487249,2.04384109,3179.551066,150.2,61.3,1457.801597,6144,17493.61916
Honda Fit,2005,Petrol,Manual,4,Good,Black,No,No,No,No,2,No insurance,No Service,1 star,Yes,No,Yes,Alloy,No,23,5,5831.419411,two,0.000928449,2.173741146,2781.13089,178.7,63.7,3518.920578,4506,42227.04693
Toyota Camry,2004,Electric,Manual,4,Good,Black,Yes,No,Yes,Yes,4,Comprehensive,Partial Service,4,Yes,No,No,Hubcaps,Yes,22,2,18024.87812,six,0.001598564,1.674401211,3500.433316,182.7,65.3,1486.391104,4243,17836.69325
Toyota Prius,2008,Electric,Automatic,2,Good,Beige,No,No,Yes,Yes,3,Third Party,Full Service,4,No,No,Yes,Steel,No,17,2,21628.20246,six,-0.010276751,2.772316336,4029.269867,190.8,68.1,1141.860399,5611,13702.32479
Chevrolet Camaro,2004,Petrol,Manual,4,Good,Yellow,No,No,No,No,4,Third Party,Partial Service,Not rated/Unknown,No,No,Yes,Alloy,No,21,5,9309.226089,two,0.012657078,2.004334565,3098.812948,156,63.9,2845.685421,5004,34148.22505
Ford Fusion,2017,Electric,Automatic,2,Excellent,Black,No,Yes,Yes,Yes,2,Collision,No Service,4,No,No,Yes,Hubcaps,No,18,1,25775.34418,two,-0.008661748,2.520903881,3713.645485,198,72.7,788.0359312,5672,9456.431174
Nissan 350Z,2000,Petrol,Manual,4,Good,Brown,No,No,No,Yes,3,Collision,Partial Service,Not rated/Unknown,No,No,No,Steel,No,16,2,9600.961834,two,0.009694572,2.26594592,2859.357966,189.7,65.5,2711.65808,4472,32539.89696
Ford Fusion,2014,Hybrid,Automatic,2,Excellent,Brown,No,Yes,Yes,Yes,2,Comprehensive,Partial Service,5 stars,No,No,No,Steel,No,19,1,27442.80942,two,0.004271944,1.781770569,3767.273444,163.8,70.3,1333.350759,5503,16000.20911
Ford Fusion,2016,Electric,Manual,2,Good,Brown,Yes,No,No,Yes,2,No insurance,Full Service,3 stars,No,Yes,No,Hubcaps,Yes,15,2,27014.24062,four,-0.006462273,2.113342351,3197.810975,151.7,67.2,987.0063767,5141,11844.07652
Chevrolet Sonic,2016,Hybrid,Manual,4,Good,Black,Yes,No,No,Yes,3,Comprehensive,Partial Service,1 star,No,No,Yes,Forged,Yes,28,2,16530.57758,three,0.017753109,2.275638603,3908.28008,194.4,65.3,1827.999587,4298,21935.99504
Chevrolet Sonic,2011,Electric,Manual,4,Good,Black,No,No,No,Yes,2,No insurance,Partial Service,1 star,No,No,No,Hubcaps,No,33,4,15526.4563,two,-0.011936368,1.925899365,3647.369544,191.6,70,1751.756401,5758,21021.07681
Chevrolet Corvette,2006,Petrol,Automatic,4,Good,Brown,Yes,No,No,Yes,3,Collision,Partial Service,4,No,No,No,Hubcaps,Yes,32,3,15636.75214,five,0.009191542,1.813639874,3845.493892,169.1,69.4,1864.638307,5894,22375.65968
Chevrolet Sonic,2009,Hybrid,Automatic,2,Good,Black,Yes,Yes,Yes,Yes,2,Collision,Partial Service,3 stars,No,Yes,Yes,Chrome,Yes,26,2,23745.25612,five,0.010005823,2.68576364,3676.828878,206.6,62.6,1421.198596,6523,17054.38315
Toyota Prius,2009,Hybrid,Manual,2,Good,Silver,No,No,No,Yes,2,Collision,Partial Service,4,Yes,Yes,No,Steel,No,24,2,25243.32228,four,-0.006706202,2.230389181,3651.765904,205.7,64,936.27113,6361,11235.25356
Chevrolet Sonic,2010,Petrol,Automatic,4,Good,Black,No,No,No,Yes,4,Collision,Full Service,4 stars,Yes,No,Yes,Steel,No,29,2,17179.62561,five,0.013924653,2.263442388,3457.980389,190.9,72.5,1444.438108,4374,17333.25729
Toyota Prius,2009,Electric,Manual,4,Good,Brown,No,No,No,Yes,1,Third Party,Full Service,4 stars,No,No,Yes,Forged,No,26,1,27457.23908,two,-0.002500465,2.336240312,3274.347436,167.2,60.2,478.4841168,4520,5741.809402
Toyota Tundra,2015,Hybrid,Manual,4,Good,Black,No,No,No,Yes,4,Collision,Partial Service,3 stars,No,No,No,Forged,Yes,22,2,18067.51473,six,0.002886936,2.173889042,3557.576239,200.3,65.3,1453.281303,5442,17439.37564
Chevrolet Sonic,2010,Petrol,Manual,4,Good,Brown,Yes,No,Yes,Yes,4,No insurance,Partial Service,4 stars,Yes,No,No,Chrome,Yes,14,4,16808.37736,six,0.002603218,2.374536436,3976.974428,147.5,62.8,1792.146444,6217,21505.75733
Honda Fit,2004,Petrol,Manual,4,Good,Yellow,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,No,No,Yes,Chrome,No,19,2,5343.35297,two,-0.001343087,1.683634271,3706.702522,158.4,65.8,3944.314923,4600,47331.77907
Nissan 350Z,2005,Petrol,Manual,4,Good,Brown,No,No,No,No,2,No insurance,Partial Service,1 star,Yes,No,No,Chrome,No,17,4,8100.494344,two,0.008108083,2.151845936,3490.961834,179.1,62.5,3054.504211,4321,36654.05053
Ford Fusion,2021,Hybrid,Manual,4,Good,Beige,No,Yes,No,Yes,2,Comprehensive,Full Service,3 stars,Yes,No,No,Forged,No,10,1,22951.42368,two,0.007934887,2.163545211,3509.502102,168.2,70.1,1410.89431,5128,16930.73172
Toyota Prius,2010,Hybrid,Manual,4,Good,Black,Yes,Yes,No,Yes,2,Comprehensive,No Service,4 stars,Yes,No,No,Hubcaps,No,8,2,26236.20124,five,-0.01748532,2.542619221,3623.253099,153.5,60.5,1059.058598,4848,12708.70317
Nissan 350Z,2004,Petrol,Manual,4,Good,Brown,No,No,No,No,2,No insurance,No Service,Not rated/Unknown,Yes,No,Yes,Steel,No,27,5,7817.591438,two,0.013043402,2.009973637,3296.929627,202.6,70.2,3110.119203,5024,37321.43044
Honda Fit,2006,Petrol,Manual,4,Fair,Black,No,No,No,No,4,No insurance,Partial Service,1 star,Yes,No,Yes,Steel,No,13,4,5834.406876,two,-0.01662492,1.498677804,3175.707106,195.9,71,3390.783329,5280,40689.39995
Ford Fusion,2014,Hybrid,Automatic,4,Good,Silver,Yes,No,Yes,Yes,1,Collision,Full Service,5 stars,No,No,No,Alloy,Yes,23,1,24319.91701,three,0.010325462,2.470853454,3362.367138,164.2,71.6,917.455015,4294,11009.46018
Ford Escape,2005,Hybrid,Automatic,4,Good,Brown,Yes,Yes,No,Yes,2,Comprehensive,Full Service,5 stars,Yes,No,Yes,Forged,Yes,32,2,25806.36618,three,0.011267051,2.380073806,3907.358771,190,62.9,999.4076008,4720,11992.89121
Toyota Corolla,2019,Electric,Manual,4,Good,Black,No,No,No,Yes,1,Collision,Partial Service,4 stars,No,Yes,No,Forged,Yes,35,2,24635.78996,three,-0.010909664,2.587747907,3643.381491,166.1,67.4,1009.241254,5192,12110.89505
Chevrolet Sonic,2008,Hybrid,NA,4,Fair,Black,Yes,No,No,Yes,4,Comprehensive,Full Service,4 stars,Yes,No,No,Chrome,No,8,1,18990.09466,three,-0.004108143,1.973321105,3563.068351,186.4,66.4,1788.023709,6500,21456.28451
Honda Fit,2002,Petrol,Manual,4,Good,Black,No,No,No,No,4,No insurance,No Service,1 star,Yes,No,No,Alloy,No,28,3,5847.746663,two,-0.011057047,2.238687496,3462.083277,153.8,61.9,3132.535081,4671,37590.42097
Toyota Corolla,2019,Hybrid,Automatic,4,Good,Black,No,Yes,No,Yes,1,Third Party,Partial Service,3 stars,Yes,No,No,Alloy,Yes,7,2,32407.37026,six,-0.00214921,2.488171329,3922.753171,155.9,70.9,652.4256696,4149,7829.108035
Honda Fit,2007,Petrol,Manual,4,Fair,Black,No,No,No,No,3,No insurance,Partial Service,Not rated/Unknown,No,No,Yes,Chrome,No,32,2,6744.018006,three,-0.003080343,2.216616687,3261.028771,168.2,64.7,3452.29168,4314,41427.50016
Chevrolet Bolt,2018,Electric,Manual,4,Good,Brown,Yes,No,No,Yes,3,No insurance,Full Service,Not rated/Unknown,Yes,No,No,Chrome,No,16,3,15986.49057,five,0.007796605,2.841774543,3125.431117,171.8,70.3,2098.259512,4739,25179.11414
Chevrolet Bolt,2019,Hybrid,Manual,4,Fair,Brown,Yes,No,Yes,Yes,3,Collision,Full Service,4 stars,Yes,No,Yes,Steel,Yes,33,2,16514.02074,two,0.013103087,1.734657251,3268.948516,165.2,70.2,1796.497521,6090,21557.97025
Toyota Prius,2009,Hybrid,Manual,4,Good,Brown,No,Yes,Yes,Yes,2,Comprehensive,No Service,4 stars,No,Yes,Yes,Chrome,No,10,1,27961.41528,five,0.013956838,2.214880102,3524.098754,159.9,70.5,600.2502622,4667,7203.003146
Chevrolet Sonic,2014,Petrol,Manual,4,Fair,Black,No,No,Yes,Yes,4,Comprehensive,Partial Service,Not rated/Unknown,No,No,No,Steel,Yes,30,2,16424.90233,five,-0.00562168,2.024486751,3435.037822,159.8,67.9,1809.713488,5207,21716.56185
Nissan Titan,2001,Petrol,Manual,4,Fair,Brown,No,No,No,No,4,No insurance,No Service,2 stars,Yes,No,No,Chrome,No,18,4,6804.914905,two,-0.002092219,2.057440278,3235.96345,162.1,72.4,3074.784357,4180,36897.41228
Ford Fusion,2020,Electric,NA,4,Excellent,Black,Yes,No,Yes,Yes,1,No insurance,Partial Service,3 stars,Yes,Yes,Yes,Chrome,Yes,12,1,25182.88917,two,-0.016834382,2.544272884,4034.337198,196.5,63,795.9125337,4174,9550.950404
Toyota Prius,2010,Hybrid,Manual,2,Good,Black,No,No,No,Yes,2,Collision,Full Service,4 stars,Yes,No,No,Alloy,Yes,35,1,24083.46963,three,-0.008058701,2.246347898,4019.180206,155.1,70.4,1195.950859,4762,14351.41031
Honda Fit,2002,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,No insurance,No Service,2 stars,No,No,No,Hubcaps,No,19,2,6879.863255,two,0.009648516,2.31834444,3540.631882,207.6,68.5,3326.930406,5256,39923.16487
Nissan Titan,2004,Petrol,Manual,4,Good,Brown,No,No,No,Yes,2,Third Party,No Service,1 star,Yes,No,Yes,Alloy,No,15,4,9761.260116,two,0.016155828,2.368201151,3475.869616,208,67.8,2957.466242,5702,35489.5949
Toyota Camry,2005,Electric,Automatic,4,Good,Brown,No,No,Yes,Yes,1,Third Party,Full Service,4 stars,No,No,Yes,Steel,No,24,1,29229.46982,six,-0.012343489,2.9581719,3812.006764,187.7,66.7,773.8773119,4803,9286.527743
Chevrolet Sonic,2014,Hybrid,Automatic,2,Good,Black,Yes,No,Yes,Yes,2,No insurance,Partial Service,4 stars,Yes,Yes,Yes,Forged,Yes,7,2,25557.10475,five,-0.005924643,2.755171611,3495.725019,154.6,65.5,941.4339542,5808,11297.20745
Chevrolet Sonic,2009,Hybrid,Manual,2,Excellent,Black,Yes,No,No,Yes,1,Comprehensive,Full Service,4 stars,No,Yes,No,Chrome,No,31,2,21846.23922,three,-0.000264058,2.800040528,3559.441599,147.5,68.5,1233.564337,5979,14802.77204
Chevrolet Sonic,2008,Electric,Manual,4,Good,Silver,Yes,No,Yes,Yes,3,Third Party,Partial Service,4 stars,No,No,No,Forged,Yes,14,2,16947.90076,two,0.002801612,2.075928003,3701.041353,177.2,64.6,1752.962813,5393,21035.55376
Chevrolet Sonic,2008,Petrol,Manual,2,Fair,Black,Yes,No,Yes,Yes,4,Collision,Partial Service,4 stars,Yes,No,Yes,Forged,No,30,3,19269.50095,six,-0.008096035,2.116686265,3975.472405,207.2,68.6,1508.019923,4878,18096.23908
Honda Fit,2002,Petrol,Manual,4,Good,Brown,No,No,No,No,2,No insurance,No Service,1 star,Yes,No,Yes,Steel,No,30,5,6317.610267,three,0.00424061,1.672805936,3312.472531,200,71.1,3076.770314,6170,36921.24377
Nissan Titan,2005,Electric,Manual,4,Good,Black,No,No,No,Yes,3,No insurance,No Service,4 stars,No,No,No,Forged,No,15,4,10102.59931,two,-0.004738393,2.262269959,3618.610092,143.2,62.7,2662.026951,5994,31944.32341
Ford Mustang,2008,Petrol,Manual,2,Good,Brown,No,No,No,Yes,4,Collision,Partial Service,1 star,Yes,No,Yes,Chrome,No,24,2,17729.65933,three,-0.000144523,2.369442657,3576.180625,172.7,66.7,1642.341376,5183,19708.09651
Honda Fit,2003,Petrol,Manual,4,Good,Black,No,No,No,No,4,No insurance,No Service,1 star,No,No,Yes,Alloy,No,22,3,7254.41401,two,0.005462842,2.278863952,3869.198598,199,68.1,3068.757071,6142,36825.08485
Honda Fit,2001,Petrol,Manual,4,Fair,White,No,No,No,No,4,No insurance,No Service,1 star,No,No,No,Chrome,No,30,3,3894.720913,two,6.42E-05,1.834933547,3481.850782,146.9,69.2,3623.748093,5059,43484.97712
Ford Escape,2003,Hybrid,Manual,2,Excellent,Black,Yes,No,Yes,Yes,2,Comprehensive,Partial Service,5 stars,Yes,Yes,Yes,Chrome,Yes,12,1,23931.48444,five,-0.004363859,2.89394753,3023.008571,192.6,63,851.19587,5963,10214.35044
Ford Mustang,2008,Hybrid,Manual,2,Good,Black,Yes,No,Yes,Yes,4,Third Party,Partial Service,2 stars,No,No,No,Chrome,Yes,23,4,16973.3976,five,-0.001096098,2.365777034,3743.054297,205.6,60.8,1977.214678,4402,23726.57613
Chevrolet Bolt,2018,Hybrid,Automatic,4,Fair,Black,Yes,No,No,Yes,2,Comprehensive,Full Service,Not rated/Unknown,Yes,No,Yes,Steel,Yes,11,3,15889.56549,four,-0.00088363,2.125049214,3244.549552,147.5,72.2,1675.621634,4898,20107.45961
